CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
30.5201,"Digital Humanities and Textual Studies, General.",25-1199,"Postsecondary Teachers, All Other"
30.5201,"Digital Humanities and Textual Studies, General.",25-4011,Archivists
30.5201,"Digital Humanities and Textual Studies, General.",25-4012,Curators
30.5202,Digital Humanities.,11-9199,"Managers, All Other"
30.5202,Digital Humanities.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
30.5202,Digital Humanities.,25-1123,"English Language and Literature Teachers, Postsecondary"
30.5202,Digital Humanities.,25-1199,"Postsecondary Teachers, All Other"
30.5202,Digital Humanities.,25-4011,Archivists
30.5202,Digital Humanities.,25-4012,Curators
30.5203,Textual Studies.,11-9199,"Managers, All Other"
30.5203,Textual Studies.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
30.5203,Textual Studies.,25-1123,"English Language and Literature Teachers, Postsecondary"
30.5203,Textual Studies.,25-1199,"Postsecondary Teachers, All Other"
30.5203,Textual Studies.,25-4011,Archivists
30.5203,Textual Studies.,25-4012,Curators
30.5299,"Digital Humanities and Textual Studies, Other.",99-9999,NO MATCH
30.5301,Thanatology.,11-9151,Social and Community Service Managers
30.5301,Thanatology.,21-1019,"Counselors, All Other"
30.5301,Thanatology.,21-1022,Healthcare Social Workers
30.5301,Thanatology.,21-2021,"Directors, Religious Activities and Education"
30.5301,Thanatology.,21-2099,"Religious Workers, All Other"
30.5301,Thanatology.,25-1066,"Psychology Teachers, Postsecondary"
30.5301,Thanatology.,25-1199,"Postsecondary Teachers, All Other"
30.5301,Thanatology.,39-4031,"Morticians, Undertakers, and Funeral Arrangers"
30.7001,"Data Science, General.",11-3021,Computer and Information Systems Managers
30.7001,"Data Science, General.",11-9121,Natural Sciences Managers
30.7001,"Data Science, General.",15-1221,Computer and Information Research Scientists
30.7001,"Data Science, General.",15-1243,Database Architects
30.7001,"Data Science, General.",15-1252,Software Developers
30.7001,"Data Science, General.",15-2041,Statisticians
30.7001,"Data Science, General.",15-2051,Data Scientists
30.7001,"Data Science, General.",25-1199,"Postsecondary Teachers, All Other"
30.7099,"Data Science, Other.",11-9121,Natural Sciences Managers
30.7099,"Data Science, Other.",15-1221,Computer and Information Research Scientists
30.7099,"Data Science, Other.",15-1243,Database Architects
30.7099,"Data Science, Other.",15-2041,Statisticians
30.7099,"Data Science, Other.",15-2051,Data Scientists
30.7099,"Data Science, Other.",25-1199,"Postsecondary Teachers, All Other"
30.7101,"Data Analytics, General.",13-1111,Management Analysts
30.7101,"Data Analytics, General.",15-1251,Computer Programmers
30.7101,"Data Analytics, General.",15-2041,Statisticians
30.7101,"Data Analytics, General.",15-2051,Data Scientists
30.7101,"Data Analytics, General.",25-1199,"Postsecondary Teachers, All Other"
30.7102,Business Analytics.,13-1111,Management Analysts
30.7102,Business Analytics.,13-1161,Market Research Analysts and Marketing Specialists
30.7102,Business Analytics.,15-2041,Statisticians
30.7102,Business Analytics.,15-2051,Data Scientists
30.7103,Data Visualization.,13-1111,Management Analysts
30.7103,Data Visualization.,15-1251,Computer Programmers
30.7103,Data Visualization.,15-2051,Data Scientists
30.7103,Data Visualization.,25-1199,"Postsecondary Teachers, All Other"
30.7104,Financial Analytics.,11-3031,Financial Managers
30.7104,Financial Analytics.,13-1111,Management Analysts
30.7104,Financial Analytics.,13-2051,Financial and Investment Analysts
30.7104,Financial Analytics.,15-2051,Data Scientists
30.7104,Financial Analytics.,25-1011,"Business Teachers, Postsecondary"
30.7199,"Data Analytics, Other.",13-1111,Management Analysts
30.7199,"Data Analytics, Other.",15-1251,Computer Programmers
30.7199,"Data Analytics, Other.",15-2041,Statisticians
30.7199,"Data Analytics, Other.",15-2051,Data Scientists
30.7199,"Data Analytics, Other.",25-1199,"Postsecondary Teachers, All Other"
32.0112,Accent Reduction/Modification.,99-9999,NO MATCH
32.0201,"Exam Preparation and Test-Taking Skills, General.",99-9999,NO MATCH
32.0202,High School Equivalent Exam Preparation.,99-9999,NO MATCH
32.0203,Undergraduate Entrance/Placement Examination Preparation.,99-9999,NO MATCH
32.0204,Graduate/Professional School Entrance Examination Preparation.,99-9999,NO MATCH
32.0205,Professional Certification/Licensure Examination Preparation.,99-9999,NO MATCH
32.0299,"General Exam Preparation and Test-Taking Skills, Other.",99-9999,NO MATCH
33.0106,Personal Emergency Preparedness.,99-9999,NO MATCH
34.0105,Meditation/Mind-Body Wellness.,99-9999,NO MATCH
35.0105,Life Coaching.,99-9999,NO MATCH
36.0120,Beekeeping.,99-9999,NO MATCH
36.0121,Firearms Training/Safety.,99-9999,NO MATCH
36.0122,Floral Design/Arrangement.,99-9999,NO MATCH
36.0123,Master Gardener/Gardening.,99-9999,NO MATCH
36.0203,Automobile Driver Education.,99-9999,NO MATCH
36.0204,Helicopter Pilot (Private).,99-9999,NO MATCH
36.0205,Motorcycle Rider Education.,99-9999,NO MATCH
36.0206,Personal Watercraft/Boating Education.,99-9999,NO MATCH
36.0207,Remote Aircraft Pilot.,99-9999,NO MATCH
36.0299,"Noncommercial Vehicle Operation, Other.",99-9999,NO MATCH
37.0106,Investing/Wealth Management/Retirement Planning.,99-9999,NO MATCH
37.0107,Self-Defense.,99-9999,NO MATCH
38.0208,Catholic Studies.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
38.0209,Mormon Studies.,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
39.0302,Church Planting.,21-2099,"Religious Workers, All Other"
39.0399,"Missions/Missionary Studies and Missiology, Other.",21-2099,"Religious Workers, All Other"
39.0502,Worship Ministry.,21-2021,"Directors, Religious Activities and Education"
39.0502,Worship Ministry.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0502,Worship Ministry.,27-2041,Music Directors and Composers
39.0599,"Religious Music and Worship, Other.",21-2021,"Directors, Religious Activities and Education"
39.0599,"Religious Music and Worship, Other.",21-2099,"Religious Workers, All Other"
39.0706,Chaplain/Chaplaincy Studies.,21-2011,Clergy
39.0706,Chaplain/Chaplaincy Studies.,21-2021,"Directors, Religious Activities and Education"
39.0706,Chaplain/Chaplaincy Studies.,21-2099,"Religious Workers, All Other"
39.0706,Chaplain/Chaplaincy Studies.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0801,Religious Institution Administration and Management.,11-9199,"Managers, All Other"
39.0801,Religious Institution Administration and Management.,13-2099,"Financial Specialists, All Other"
39.0802,Religious/Canon Law.,21-2099,"Religious Workers, All Other"
39.0802,Religious/Canon Law.,25-1112,"Law Teachers, Postsecondary"
39.0802,Religious/Canon Law.,25-1126,"Philosophy and Religion Teachers, Postsecondary"
39.0899,"Religious Institution Administration and Law, Other.",99-9999,NO MATCH
40.0512,Cheminformatics/Chemistry Informatics.,11-9121,Natural Sciences Managers
40.0512,Cheminformatics/Chemistry Informatics.,15-1221,Computer and Information Research Scientists
40.0512,Cheminformatics/Chemistry Informatics.,15-1299,"Computer Occupations, All Other"
40.0512,Cheminformatics/Chemistry Informatics.,15-2051,Data Scientists
40.0512,Cheminformatics/Chemistry Informatics.,19-2031,Chemists
40.0512,Cheminformatics/Chemistry Informatics.,25-1052,"Chemistry Teachers, Postsecondary"
40.1101,Physics and Astronomy.,11-9121,Natural Sciences Managers
40.1101,Physics and Astronomy.,19-2011,Astronomers
40.1101,Physics and Astronomy.,19-2012,Physicists
40.1101,Physics and Astronomy.,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
40.1101,Physics and Astronomy.,25-1054,"Physics Teachers, Postsecondary"
42.2710,Developmental and Adolescent Psychology.,11-9199,"Managers, All Other"
42.2710,Developmental and Adolescent Psychology.,21-1021,"Child, Family, and School Social Workers"
42.2710,Developmental and Adolescent Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2815,Performance and Sport Psychology.,19-3039,"Psychologists, All Other"
42.2815,Performance and Sport Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2815,Performance and Sport Psychology.,27-2022,Coaches and Scouts
42.2816,Somatic Psychology.,19-3039,"Psychologists, All Other"
42.2816,Somatic Psychology.,25-1066,"Psychology Teachers, Postsecondary"
42.2817,Transpersonal/Spiritual Psychology.,19-3039,"Psychologists, All Other"
42.2817,Transpersonal/Spiritual Psychology.,25-1066,"Psychology Teachers, Postsecondary"
43.0100,"Criminal Justice and Corrections, General.",11-9199,"Managers, All Other"
43.0100,"Criminal Justice and Corrections, General.",19-4092,Forensic Science Technicians
43.0100,"Criminal Justice and Corrections, General.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
43.0100,"Criminal Justice and Corrections, General.",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0100,"Criminal Justice and Corrections, General.",33-1011,First-Line Supervisors of Correctional Officers
43.0100,"Criminal Justice and Corrections, General.",33-1012,First-Line Supervisors of Police and Detectives
43.0100,"Criminal Justice and Corrections, General.",33-3012,Correctional Officers and Jailers
43.0100,"Criminal Justice and Corrections, General.",33-3021,Detectives and Criminal Investigators
43.0100,"Criminal Justice and Corrections, General.",33-3051,Police and Sheriff’s Patrol Officers
43.0401,"Security Science and Technology, General.",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0401,"Security Science and Technology, General.",33-1012,First-Line Supervisors of Police and Detectives
43.0401,"Security Science and Technology, General.",33-1091,First-Line Supervisors of Security Workers
43.0401,"Security Science and Technology, General.",33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
43.0404,Cybersecurity Defense Strategy/Policy.,11-9199,"Managers, All Other"
43.0404,Cybersecurity Defense Strategy/Policy.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0404,Cybersecurity Defense Strategy/Policy.,33-1012,First-Line Supervisors of Police and Detectives
43.0404,Cybersecurity Defense Strategy/Policy.,33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
43.0404,Cybersecurity Defense Strategy/Policy.,55-1017,Special Forces Officers
43.0404,Cybersecurity Defense Strategy/Policy.,55-3018,Special Forces
43.0407,Geospatial Intelligence.,17-1021,Cartographers and Photogrammetrists
43.0407,Geospatial Intelligence.,19-3092,Geographers
43.0407,Geospatial Intelligence.,25-1064,"Geography Teachers, Postsecondary"
43.0407,Geospatial Intelligence.,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0407,Geospatial Intelligence.,33-1012,First-Line Supervisors of Police and Detectives
43.0407,Geospatial Intelligence.,33-3021,Detectives and Criminal Investigators
43.0407,Geospatial Intelligence.,55-1017,Special Forces Officers
43.0407,Geospatial Intelligence.,55-3018,Special Forces
43.0499,"Security Science and Technology, Other.",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
43.0499,"Security Science and Technology, Other.",33-1012,First-Line Supervisors of Police and Detectives
43.0499,"Security Science and Technology, Other.",33-1091,First-Line Supervisors of Security Workers
44.0402,Public Works Management.,11-9021,Construction Managers
44.0402,Public Works Management.,11-9199,"Managers, All Other"
44.0403,Transportation and Infrastructure Planning/Studies.,11-3071,"Transportation, Storage, and Distribution Managers"
44.0403,Transportation and Infrastructure Planning/Studies.,19-3051,Urban and Regional Planners
44.0403,Transportation and Infrastructure Planning/Studies.,53-6041,Traffic Technicians
44.0499,"Public Administration, Other.",11-9199,"Managers, All Other"
44.0703,Forensic Social Work.,11-9151,Social and Community Service Managers
44.0703,Forensic Social Work.,21-1021,"Child, Family, and School Social Workers"
44.0703,Forensic Social Work.,21-1022,Healthcare Social Workers
44.0703,Forensic Social Work.,21-1029,"Social Workers, All Other"
44.0703,Forensic Social Work.,25-1113,"Social Work Teachers, Postsecondary"
45.0103,Survey Research/Methodology.,11-9199,"Managers, All Other"
45.0103,Survey Research/Methodology.,15-2041,Statisticians
45.0103,Survey Research/Methodology.,19-3041,Sociologists
45.0103,Survey Research/Methodology.,19-3099,"Social Scientists and Related Workers, All Other"
45.0103,Survey Research/Methodology.,19-4061,Social Science Research Assistants
45.0103,Survey Research/Methodology.,25-1067,"Sociology Teachers, Postsecondary"
45.0103,Survey Research/Methodology.,25-1069,"Social Sciences Teachers, Postsecondary, All Other"
45.0199,"Social Sciences, Other.",11-9199,"Managers, All Other"
45.0199,"Social Sciences, Other.",19-3099,"Social Scientists and Related Workers, All Other"
45.0199,"Social Sciences, Other.",25-1069,"Social Sciences Teachers, Postsecondary, All Other"
45.0199,"Social Sciences, Other.",25-2021,"Elementary School Teachers, Except Special Education"
45.0199,"Social Sciences, Other.",25-2022,"Middle School Teachers, Except Special and Career/Technical Education"
45.0199,"Social Sciences, Other.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
45.0205,Forensic Anthropology.,11-9199,"Managers, All Other"
45.0205,Forensic Anthropology.,19-1042,"Medical Scientists, Except Epidemiologists"
45.0205,Forensic Anthropology.,19-3091,Anthropologists and Archeologists
45.0205,Forensic Anthropology.,19-4092,Forensic Science Technicians
45.0205,Forensic Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.0502,Applied Demography.,11-9199,"Managers, All Other"
45.0502,Applied Demography.,19-3041,Sociologists
45.0502,Applied Demography.,19-3099,"Social Scientists and Related Workers, All Other"
45.0502,Applied Demography.,25-1067,"Sociology Teachers, Postsecondary"
45.0599,"Demography, Other.",11-9199,"Managers, All Other"
45.0599,"Demography, Other.",19-3041,Sociologists
45.0599,"Demography, Other.",19-3099,"Social Scientists and Related Workers, All Other"
45.0599,"Demography, Other.",25-1067,"Sociology Teachers, Postsecondary"
45.1102,Applied/Public Sociology.,11-9199,"Managers, All Other"
45.1102,Applied/Public Sociology.,19-3041,Sociologists
45.1102,Applied/Public Sociology.,19-4061,Social Science Research Assistants
45.1102,Applied/Public Sociology.,25-1067,"Sociology Teachers, Postsecondary"
45.1199,"Sociology, Other.",11-9199,"Managers, All Other"
45.1199,"Sociology, Other.",19-3041,Sociologists
45.1199,"Sociology, Other.",25-1067,"Sociology Teachers, Postsecondary"
45.1199,"Sociology, Other.",25-1069,"Social Sciences Teachers, Postsecondary, All Other"
45.1501,Geography and Anthropology.,11-9199,"Managers, All Other"
45.1501,Geography and Anthropology.,19-3091,Anthropologists and Archeologists
45.1501,Geography and Anthropology.,19-3092,Geographers
45.1501,Geography and Anthropology.,25-1061,"Anthropology and Archeology Teachers, Postsecondary"
45.1501,Geography and Anthropology.,25-1064,"Geography Teachers, Postsecondary"
47.0701,Energy Systems Installation and Repair Technology/Technician.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
47.0701,Energy Systems Installation and Repair Technology/Technician.,49-9041,Industrial Machinery Mechanics
47.0701,Energy Systems Installation and Repair Technology/Technician.,49-9081,Wind Turbine Service Technicians
47.0701,Energy Systems Installation and Repair Technology/Technician.,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
47.0703,Solar Energy System Installation and Repair Technology/Technician.,47-2231,Solar Photovoltaic Installers
47.0703,Solar Energy System Installation and Repair Technology/Technician.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
47.0703,Solar Energy System Installation and Repair Technology/Technician.,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
47.0704,Wind Energy System Installation and Repair Technology/Technician.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
47.0704,Wind Energy System Installation and Repair Technology/Technician.,49-9081,Wind Turbine Service Technicians
47.0705,Hydroelectric Energy System Installation and Repair Technology/Technician.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
47.0705,Hydroelectric Energy System Installation and Repair Technology/Technician.,49-9041,Industrial Machinery Mechanics
47.0705,Hydroelectric Energy System Installation and Repair Technology/Technician.,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
47.0706,Geothermal Energy System Installation and Repair Technology/Technician.,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
47.0706,Geothermal Energy System Installation and Repair Technology/Technician.,49-9041,Industrial Machinery Mechanics
47.0706,Geothermal Energy System Installation and Repair Technology/Technician.,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
47.0799,"Energy Systems Maintenance and Repair Technologies/Technicians, Other.",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
48.0704,Wooden Boatbuilding Technology/Technician.,51-7031,"Model Makers, Wood"
48.0704,Wooden Boatbuilding Technology/Technician.,51-7099,"Woodworkers, All Other"
49.0209,Forklift Operation/Operator.,53-7051,Industrial Truck and Tractor Operators
50.0511,Comedy Writing and Performance.,25-1121,"Art, Drama, and Music Teachers, Postsecondary"
50.0511,Comedy Writing and Performance.,27-2011,Actors
50.0511,Comedy Writing and Performance.,27-3043,Writers and Authors
50.0512,Theatre and Dance.,25-1121,"Art, Drama, and Music Teachers, Postsecondary"
50.0512,Theatre and Dance.,27-2011,Actors
50.0512,Theatre and Dance.,27-2012,Producers and Directors
50.0512,Theatre and Dance.,27-2031,Dancers
50.0512,Theatre and Dance.,27-2032,Choreographers
50.0512,Theatre and Dance.,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
50.0714,Metal Arts.,25-1121,"Art, Drama, and Music Teachers, Postsecondary"
50.0714,Metal Arts.,27-1012,Craft Artists
50.0714,Metal Arts.,51-9071,Jewelers and Precious Stone and Metal Workers
50.0917,Sound Arts.,25-1121,"Art, Drama, and Music Teachers, Postsecondary"
50.0917,Sound Arts.,27-2041,Music Directors and Composers
50.1101,Community/Environmental/Socially-Engaged Art.,25-1121,"Art, Drama, and Music Teachers, Postsecondary"
50.1101,Community/Environmental/Socially-Engaged Art.,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
50.1101,Community/Environmental/Socially-Engaged Art.,27-1019,"Artists and Related Workers, All Other"
51.0512,Digital Dentistry.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0512,Digital Dentistry.,29-1029,"Dentists, All Other Specialists"
51.0513,Geriatric Dentistry.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0513,Geriatric Dentistry.,29-1029,"Dentists, All Other Specialists"
51.0514,Implantology/Implant Dentistry.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0514,Implantology/Implant Dentistry.,29-1029,"Dentists, All Other Specialists"
51.0720,Regulatory Science/Affairs.,11-9111,Medical and Health Services Managers
51.0720,Regulatory Science/Affairs.,13-1041,Compliance Officers
51.0721,Disease Registry Data Management.,11-9111,Medical and Health Services Managers
51.0721,Disease Registry Data Management.,29-2072,Medical Records Specialists
51.0721,Disease Registry Data Management.,29-9021,Health Information Technologists and Medical Registrars
51.0722,Healthcare Innovation.,11-9111,Medical and Health Services Managers
51.0723,Healthcare Information Privacy Assurance and Security.,15-1212,Information Security Analysts
51.0723,Healthcare Information Privacy Assurance and Security.,29-9021,Health Information Technologists and Medical Registrars
51.0921,Hyperbaric Medicine Technology/Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0921,Hyperbaric Medicine Technology/Technician.,29-2099,"Health Technologists and Technicians, All Other"
51.0922,Intraoperative Neuromonitoring Technology/Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0922,Intraoperative Neuromonitoring Technology/Technician.,29-2099,"Health Technologists and Technicians, All Other"
51.0923,Orthopedic Technology/Technician.,25-1071,"Health Specialties Teachers, Postsecondary"
51.0923,Orthopedic Technology/Technician.,29-2099,"Health Technologists and Technicians, All Other"
51.1110,Pre-Art Therapy.,99-9999,NO MATCH
51.1111,Pre-Physician Assistant.,99-9999,NO MATCH
51.1299,"Medicine, Other.",99-9999,NO MATCH
51.1402,Clinical and Translational Science.,19-1042,"Medical Scientists, Except Epidemiologists"
51.1403,Pain Management.,29-1229,"Physicians, All Other"
51.1404,Temporomandibular Disorders and Orofacial Pain.,29-1029,"Dentists, All Other Specialists"
51.1405,Tropical Medicine.,19-1042,"Medical Scientists, Except Epidemiologists"
51.1405,Tropical Medicine.,25-1071,"Health Specialties Teachers, Postsecondary"
51.1499,"Medical Clinical Sciences/Graduate Medical Studies, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
51.1510,Infant/Toddler Mental Health Services.,21-1013,Marriage and Family Therapists
51.1510,Infant/Toddler Mental Health Services.,21-1019,"Counselors, All Other"
51.1510,Infant/Toddler Mental Health Services.,21-1021,"Child, Family, and School Social Workers"
51.1511,Medical Family Therapy/Therapist.,21-1013,Marriage and Family Therapists
51.1511,Medical Family Therapy/Therapist.,21-1022,Healthcare Social Workers
51.1512,Hospice and Palliative Care.,21-1022,Healthcare Social Workers
51.1512,Hospice and Palliative Care.,21-1029,"Social Workers, All Other"
51.1513,Trauma Counseling.,21-1014,Mental Health Counselors
51.2213,Patient Safety and Healthcare Quality.,11-9111,Medical and Health Services Managers
51.2213,Patient Safety and Healthcare Quality.,13-1041,Compliance Officers
51.2213,Patient Safety and Healthcare Quality.,19-5011,Occupational Health and Safety Specialists
51.2213,Patient Safety and Healthcare Quality.,19-5012,Occupational Health and Safety Technicians
51.2213,Patient Safety and Healthcare Quality.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2214,Public Health Genetics.,11-9111,Medical and Health Services Managers
51.2214,Public Health Genetics.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2214,Public Health Genetics.,29-9092,Genetic Counselors
51.2300,"Rehabilitation and Therapeutic Professions, General.",25-1071,"Health Specialties Teachers, Postsecondary"
51.2300,"Rehabilitation and Therapeutic Professions, General.",29-1129,"Therapists, All Other"
51.2315,Drama Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2315,Drama Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2316,Horticulture Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2316,Horticulture Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2317,Play Therapy/Therapist.,25-1071,"Health Specialties Teachers, Postsecondary"
51.2317,Play Therapy/Therapist.,29-1129,"Therapists, All Other"
51.2605,Physical Therapy Technician/Aide.,31-2022,Physical Therapist Aides
51.3202,Health Professions Education.,11-9033,"Education Administrators, Postsecondary"
51.3202,Health Professions Education.,25-1071,"Health Specialties Teachers, Postsecondary"
51.3202,Health Professions Education.,25-1081,"Education Teachers, Postsecondary"
51.3204,Medical/Health Humanities.,19-3041,Sociologists
51.3204,Medical/Health Humanities.,19-3091,Anthropologists and Archeologists
51.3204,Medical/Health Humanities.,19-3092,Geographers
51.3204,Medical/Health Humanities.,19-3093,Historians
51.3204,Medical/Health Humanities.,19-3099,"Social Scientists and Related Workers, All Other"
51.3204,Medical/Health Humanities.,25-1069,"Social Sciences Teachers, Postsecondary, All Other"
51.3204,Medical/Health Humanities.,25-1199,"Postsecondary Teachers, All Other"
51.3205,History of Medicine.,19-3093,Historians
51.3205,History of Medicine.,25-1125,"History Teachers, Postsecondary"
51.3206,Arts in Medicine/Health.,11-9111,Medical and Health Services Managers
51.3206,Arts in Medicine/Health.,21-1094,Community Health Workers
51.3299,"Health Professions Education, Ethics, and Humanities, Other.",11-9111,Medical and Health Services Managers
51.3299,"Health Professions Education, Ethics, and Humanities, Other.",25-1199,"Postsecondary Teachers, All Other"
51.3824,Forensic Nursing.,25-1072,"Nursing Instructors and Teachers, Postsecondary"
51.3824,Forensic Nursing.,29-1141,Registered Nurses
51.3824,Forensic Nursing.,29-1171,Nurse Practitioners
52.0214,Research Administration.,11-9033,"Education Administrators, Postsecondary"
52.0214,Research Administration.,11-9111,Medical and Health Services Managers
52.0214,Research Administration.,11-9121,Natural Sciences Managers
52.0214,Research Administration.,11-9199,"Managers, All Other"
52.0214,Research Administration.,13-1131,Fundraisers
52.0215,Risk Management.,11-1021,General and Operations Managers
52.0215,Risk Management.,11-3031,Financial Managers
52.0215,Risk Management.,13-2053,Insurance Underwriters
52.0215,Risk Management.,13-2054,Financial Risk Specialists
52.0215,Risk Management.,15-2011,Actuaries
52.0216,Science/Technology Management.,11-3051,Industrial Production Managers
52.0216,Science/Technology Management.,11-9041,Architectural and Engineering Managers
52.0216,Science/Technology Management.,11-9111,Medical and Health Services Managers
52.0216,Science/Technology Management.,11-9121,Natural Sciences Managers
52.0216,Science/Technology Management.,11-9199,"Managers, All Other"
52.0216,Science/Technology Management.,13-1082,Project Management Specialists
52.0502,Grantsmanship.,11-2033,Fundraising Managers
52.0502,Grantsmanship.,13-1131,Fundraisers
52.0502,Grantsmanship.,27-3041,Editors
52.0502,Grantsmanship.,27-3042,Technical Writers
52.0599,"Business/Corporate Communications, Other.",11-2032,Public Relations Managers
52.0599,"Business/Corporate Communications, Other.",25-1011,"Business Teachers, Postsecondary"
52.0599,"Business/Corporate Communications, Other.",25-1122,"Communications Teachers, Postsecondary"
52.0599,"Business/Corporate Communications, Other.",27-3031,Public Relations Specialists
52.0599,"Business/Corporate Communications, Other.",27-3041,Editors
52.0599,"Business/Corporate Communications, Other.",27-3042,Technical Writers
52.0599,"Business/Corporate Communications, Other.",27-3043,Writers and Authors
52.0704,Social Entrepreneurship.,11-1011,Chief Executives
52.0704,Social Entrepreneurship.,11-1021,General and Operations Managers
52.0704,Social Entrepreneurship.,11-9199,"Managers, All Other"
52.0810,Financial Risk Management.,11-1021,General and Operations Managers
52.0810,Financial Risk Management.,11-3031,Financial Managers
52.0810,Financial Risk Management.,13-2041,Credit Analysts
52.0810,Financial Risk Management.,13-2051,Financial and Investment Analysts
52.0810,Financial Risk Management.,13-2053,Insurance Underwriters
52.0810,Financial Risk Management.,13-2054,Financial Risk Specialists
52.0810,Financial Risk Management.,25-1011,"Business Teachers, Postsecondary"
52.0910,Brewery/Brewpub Operations/Management.,11-9051,Food Service Managers
52.1006,Executive/Career Coaching.,11-3121,Human Resources Managers
52.1006,Executive/Career Coaching.,11-3131,Training and Development Managers
52.1006,Executive/Career Coaching.,13-1071,Human Resources Specialists
52.1006,Executive/Career Coaching.,13-1151,Training and Development Specialists
52.1006,Executive/Career Coaching.,21-1012,"Educational, Guidance, and Career Counselors and Advisors"
52.1006,Executive/Career Coaching.,21-1019,"Counselors, All Other"
52.1404,Digital Marketing.,11-2021,Marketing Managers
52.1404,Digital Marketing.,13-1161,Market Research Analysts and Marketing Specialists
52.1404,Digital Marketing.,15-1255,Web and Digital Interface Designers
52.1404,Digital Marketing.,25-1011,"Business Teachers, Postsecondary"
52.2002,Construction Project Management.,11-9021,Construction Managers
52.2002,Construction Project Management.,13-1082,Project Management Specialists
52.2002,Construction Project Management.,25-1011,"Business Teachers, Postsecondary"
52.2099,"Construction Management, Other.",11-9021,Construction Managers
52.2099,"Construction Management, Other.",25-1011,"Business Teachers, Postsecondary"
60.0110,Implantology Fellowship Program.,29-1024,Prosthodontists
60.0701,"Nurse Practitioner Residency/Fellowship Program, General.",29-1171,Nurse Practitioners
60.0702,Combined Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0703,Acute Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0704,Adult/Gerontology Acute Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0705,Adult/Gerontology Critical Care Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0706,Cardiology/Cardiovascular Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0707,Clinical Informatics Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0708,Dermatology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0709,Developmental and Behavioral Pediatrics Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0710,Diabetes Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0711,Emergency Medicine Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
60.0712,Endocrinology Nurse Practitioner Residency/Fellowship Program.,29-1171,Nurse Practitioners
